code,vulnerable,vulnerability,vulnerable_line,patched_line,vulnerable_code,patched_code,file_name
"  case 216:  sprintf(buf, ""/dev/ttyUB%d"",  min); break; // ""/dev/rfcomm%d"" now?
  case 224:  sprintf(buf, ""/dev/ttyY%d"",  min); break;
  case 227:  sprintf(buf, ""/dev/3270/tty%d"", min); break; /* bummer, HUGE */
  case 229:  sprintf(buf, ""/dev/iseries/vtty%d"",  min); break; /* bummer, HUGE */
  case 256:  sprintf(buf, ""/dev/ttyEQ%d"",  min); break;
",1,unused,261,unused,"  case 216:  sprintf(buf, ""/dev/ttyUB%d"",  min); break; // ""/dev/rfcomm%d"" now?
  case 224:  sprintf(buf, ""/dev/ttyY%d"",  min); break;
  case 227:  sprintf(buf, ""/dev/3270/tty%d"", min); break; /* bummer, HUGE */
  case 229:  sprintf(buf, ""/dev/iseries/vtty%d"",  min); break; /* bummer, HUGE */
  case 256:  sprintf(buf, ""/dev/ttyEQ%d"",  min); break;
",unused,procpss-proc2Fdevname.c
"static int link_name(char *restrict const buf, unsigned maj, unsigned min, int pid, const char *restrict name){
  struct stat sbuf;
  char path[32];
  int count;
  sprintf(path, ""/proc/%d/%s"", pid, name);  /* often permission denied */
",1,unused,278,unused,"static int link_name(char *restrict const buf, unsigned maj, unsigned min, int pid, const char *restrict name){
  struct stat sbuf;
  char path[32];
  int count;
  sprintf(path, ""/proc/%d/%s"", pid, name);  /* often permission denied */
",unused,procpss-proc2Fdevname.c
"  if( guess_name(tmp, MAJOR_OF(dev), MINOR_OF(dev)               )) goto abbrev;
  if(  link_name(tmp, MAJOR_OF(dev), MINOR_OF(dev), pid, ""fd/255"")) goto abbrev;
  // fall through if unable to find a device file
no_tty:
  strcpy(ret, ""?"");
",1,unused,302,unused,"  if( guess_name(tmp, MAJOR_OF(dev), MINOR_OF(dev)               )) goto abbrev;
  if(  link_name(tmp, MAJOR_OF(dev), MINOR_OF(dev), pid, ""fd/255"")) goto abbrev;
  // fall through if unable to find a device file
no_tty:
  strcpy(ret, ""?"");
",unused,procpss-proc2Fdevname.c
"    *p = (struct pwbuf *) xmalloc(sizeof(struct pwbuf));
    (*p)->uid = uid;
    pw = getpwuid(uid);
    if(!pw || strlen(pw->pw_name) >= P_G_SZ)
	sprintf((*p)->name, ""%u"", uid);
",1,unused,58,unused,"    *p = (struct pwbuf *) xmalloc(sizeof(struct pwbuf));
    (*p)->uid = uid;
    pw = getpwuid(uid);
    if(!pw || strlen(pw->pw_name) >= P_G_SZ)
	sprintf((*p)->name, ""%u"", uid);
",unused,procpss-proc2Fpwcache.c
"    pw = getpwuid(uid);
    if(!pw || strlen(pw->pw_name) >= P_G_SZ)
	sprintf((*p)->name, ""%u"", uid);
    else
        strcpy((*p)->name, pw->pw_name);
",1,unused,60,unused,"    pw = getpwuid(uid);
    if(!pw || strlen(pw->pw_name) >= P_G_SZ)
	sprintf((*p)->name, ""%u"", uid);
    else
        strcpy((*p)->name, pw->pw_name);
",unused,procpss-proc2Fpwcache.c
"    *g = (struct grpbuf *) xmalloc(sizeof(struct grpbuf));
    (*g)->gid = gid;
    gr = getgrgid(gid);
    if (!gr || strlen(gr->gr_name) >= P_G_SZ)
        sprintf((*g)->name, ""%u"", gid);
",1,unused,86,unused,"    *g = (struct grpbuf *) xmalloc(sizeof(struct grpbuf));
    (*g)->gid = gid;
    gr = getgrgid(gid);
    if (!gr || strlen(gr->gr_name) >= P_G_SZ)
        sprintf((*g)->name, ""%u"", gid);
",unused,procpss-proc2Fpwcache.c
"    gr = getgrgid(gid);
    if (!gr || strlen(gr->gr_name) >= P_G_SZ)
        sprintf((*g)->name, ""%u"", gid);
    else
        strcpy((*g)->name, gr->gr_name);
",1,unused,88,unused,"    gr = getgrgid(gid);
    if (!gr || strlen(gr->gr_name) >= P_G_SZ)
        sprintf((*g)->name, ""%u"", gid);
    else
        strcpy((*g)->name, gr->gr_name);
",unused,procpss-proc2Fpwcache.c
"       buffer will likely soon be used for another subdirectory anyway
       ( besides, with this xcalloc we will never need to use memcpy ) */
    if (ub->buf) ub->buf[0] = '\0';
    else ub->buf = xcalloc((ub->siz = buffGRW));
    sprintf(path, ""%s/%s"", directory, what);
",1,unused,645,unused,"       buffer will likely soon be used for another subdirectory anyway
       ( besides, with this xcalloc we will never need to use memcpy ) */
    if (ub->buf) ub->buf[0] = '\0';
    else ub->buf = xcalloc((ub->siz = buffGRW));
    sprintf(path, ""%s/%s"", directory, what);
",unused,procpss-proc2Freadproc.c
"    char *p, *rbuf = 0, *endbuf, **q, **ret;
    int fd, tot = 0, n, c, end_of_file = 0;
    int align;

    sprintf(buf, ""%s/%s"", directory, what);
",1,unused,665,unused,"    char *p, *rbuf = 0, *endbuf, **q, **ret;
    int fd, tot = 0, n, c, end_of_file = 0;
    int align;

    sprintf(buf, ""%s/%s"", directory, what);
",unused,procpss-proc2Freadproc.c
"  }
  p->tgid = strtoul(ent->d_name, NULL, 10);
  p->tid = p->tgid;
  memcpy(path, ""/proc/"", 6);
  strcpy(path+6, ent->d_name);  // trust /proc to not contain evil top-level entries
",1,unused,1179,unused,"  }
  p->tgid = strtoul(ent->d_name, NULL, 10);
  p->tid = p->tgid;
  memcpy(path, ""/proc/"", 6);
  strcpy(path+6, ent->d_name);  // trust /proc to not contain evil top-level entries
",unused,procpss-proc2Freadproc.c
"    struct utlbuf_s ub = { NULL, 0 };
    static char path[32];
    struct stat statbuf;

    sprintf(path, ""/proc/%d"", pid);
",1,unused,1590,unused,"    struct utlbuf_s ub = { NULL, 0 };
    static char path[32];
    struct stat statbuf;

    sprintf(path, ""/proc/%d"", pid);
",unused,procpss-proc2Freadproc.c
"  while(n--){
    if(sigtable[n].num==signo) return sigtable[n].name;
  }
  if(signo == SIGRTMIN) return ""RTMIN"";
  if(signo) sprintf(buf, ""RTMIN+%d"", signo-SIGRTMIN);
",1,unused,170,unused,"  while(n--){
    if(sigtable[n].num==signo) return sigtable[n].name;
  }
  if(signo == SIGRTMIN) return ""RTMIN"";
  if(signo) sprintf(buf, ""RTMIN+%d"", signo-SIGRTMIN);
",unused,procpss-proc2Fsig.c
"    if(sigtable[n].num==signo) return sigtable[n].name;
  }
  if(signo == SIGRTMIN) return ""RTMIN"";
  if(signo) sprintf(buf, ""RTMIN+%d"", signo-SIGRTMIN);
  else      strcpy(buf,""0"");  /* AIX has NULL; Solaris has EXIT */
",1,unused,171,unused,"    if(sigtable[n].num==signo) return sigtable[n].name;
  }
  if(signo == SIGRTMIN) return ""RTMIN"";
  if(signo) sprintf(buf, ""RTMIN+%d"", signo-SIGRTMIN);
  else      strcpy(buf,""0"");  /* AIX has NULL; Solaris has EXIT */
",unused,procpss-proc2Fsig.c
"        fprintf(stderr, ""Signal \""%s\"" not known.\n"", txt);
        ret = 1;
        goto end;
      }
      amt = sprintf(tmpbuf, ""%s"", signal_number_to_name(val));
",1,unused,193,unused,"        fprintf(stderr, ""Signal \""%s\"" not known.\n"", txt);
        ret = 1;
        goto end;
      }
      amt = sprintf(tmpbuf, ""%s"", signal_number_to_name(val));
",unused,procpss-proc2Fsig.c
"        fprintf(stderr, ""Signal \""%s\"" not known.\n"", txt);
        ret = 1;
        goto end;
      }
      amt = sprintf(tmpbuf, ""%d"", sno);
",1,unused,202,unused,"        fprintf(stderr, ""Signal \""%s\"" not known.\n"", txt);
        ret = 1;
        goto end;
      }
      amt = sprintf(tmpbuf, ""%d"", sno);
",unused,procpss-proc2Fsig.c
"      amt = sprintf(tmpbuf, ""%d"", sno);
    }

    if(!place){
      strcpy(buf,tmpbuf);
",1,unused,206,unused,"      amt = sprintf(tmpbuf, ""%d"", sno);
    }

    if(!place){
      strcpy(buf,tmpbuf);
",unused,procpss-proc2Fsig.c
"      goto end;
    }
    if(amt+place+1 > max_line){
      printf(""%s\n"", buf);
      strcpy(buf,tmpbuf);
",1,unused,212,unused,"      goto end;
    }
    if(amt+place+1 > max_line){
      printf(""%s\n"", buf);
      strcpy(buf,tmpbuf);
",unused,procpss-proc2Fsig.c
"      strcpy(buf,tmpbuf);
      place = amt;
      goto end;
    }
    sprintf(buf+place, "" %s"", tmpbuf);
",1,unused,216,unused,"      strcpy(buf,tmpbuf);
      place = amt;
      goto end;
    }
    sprintf(buf+place, "" %s"", tmpbuf);
",unused,procpss-proc2Fsig.c
"
  if (!human_readable) {
    time(&realseconds);
    realtime = localtime(&realseconds);
    pos = sprintf(buf, "" %02d:%02d:%02d "",
",1,unused,59,unused,"
  if (!human_readable) {
    time(&realseconds);
    realtime = localtime(&realseconds);
    pos = sprintf(buf, "" %02d:%02d:%02d "",
",unused,procpss-proc2Fwhattime.c
"  }
  else
    updays = (int) uptime_secs / (60*60*24);

  strcat (buf, ""up "");
",1,unused,78,unused,"  }
  else
    updays = (int) uptime_secs / (60*60*24);

  strcat (buf, ""up "");
",unused,procpss-proc2Fwhattime.c
"  pos += 3;

  if (!human_readable) {
    if (updays)
      pos += sprintf(buf + pos, ""%d day%s, "", updays, (updays != 1) ? ""s"" : """");
",1,unused,83,unused,"  pos += 3;

  if (!human_readable) {
    if (updays)
      pos += sprintf(buf + pos, ""%d day%s, "", updays, (updays != 1) ? ""s"" : """");
",unused,procpss-proc2Fwhattime.c
"  upminutes = upminutes % 60;

  if (!human_readable) {
    if(uphours)
      pos += sprintf(buf + pos, ""%2d:%02d, "", uphours, upminutes);
",1,unused,93,unused,"  upminutes = upminutes % 60;

  if (!human_readable) {
    if(uphours)
      pos += sprintf(buf + pos, ""%2d:%02d, "", uphours, upminutes);
",unused,procpss-proc2Fwhattime.c
"  if (!human_readable) {
    if(uphours)
      pos += sprintf(buf + pos, ""%2d:%02d, "", uphours, upminutes);
    else
      pos += sprintf(buf + pos, ""%d min, "", upminutes);
",1,unused,95,unused,"  if (!human_readable) {
    if(uphours)
      pos += sprintf(buf + pos, ""%2d:%02d, "", uphours, upminutes);
    else
      pos += sprintf(buf + pos, ""%d min, "", upminutes);
",unused,procpss-proc2Fwhattime.c
"        numuser++;
    }
    endutent();

    pos += sprintf(buf + pos, ""%2d user%s, "", numuser, numuser == 1 ? """" : ""s"");
",1,unused,108,unused,"        numuser++;
    }
    endutent();

    pos += sprintf(buf + pos, ""%2d user%s, "", numuser, numuser == 1 ? """" : ""s"");
",unused,procpss-proc2Fwhattime.c
"    pos += sprintf(buf + pos, ""%2d user%s, "", numuser, numuser == 1 ? """" : ""s"");

    loadavg(&av[0], &av[1], &av[2]);

    pos += sprintf(buf + pos, "" load average: %.2f, %.2f, %.2f"",
",1,unused,112,unused,"    pos += sprintf(buf + pos, ""%2d user%s, "", numuser, numuser == 1 ? """" : ""s"");

    loadavg(&av[0], &av[1], &av[2]);

    pos += sprintf(buf + pos, "" load average: %.2f, %.2f, %.2f"",
",unused,procpss-proc2Fwhattime.c
"  if (human_readable) {
    comma = 0;

    if (updecades) {
      pos += sprintf(buf + pos, ""%d %s"", updecades,
",1,unused,120,unused,"  if (human_readable) {
    comma = 0;

    if (updecades) {
      pos += sprintf(buf + pos, ""%d %s"", updecades,
",unused,procpss-proc2Fwhattime.c
"      comma += 1;
    }

    if (upyears) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", upyears,
",1,unused,126,unused,"      comma += 1;
    }

    if (upyears) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", upyears,
",unused,procpss-proc2Fwhattime.c
"      comma += 1;
    }

    if (upweeks) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", upweeks,
",1,unused,132,unused,"      comma += 1;
    }

    if (upweeks) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", upweeks,
",unused,procpss-proc2Fwhattime.c
"      comma += 1;
    }

    if (updays) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", updays,
",1,unused,138,unused,"      comma += 1;
    }

    if (updays) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", updays,
",unused,procpss-proc2Fwhattime.c
"      comma += 1;
    }

    if (uphours) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", uphours,
",1,unused,144,unused,"      comma += 1;
    }

    if (uphours) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", uphours,
",unused,procpss-proc2Fwhattime.c
"      comma += 1;
    }

    if (upminutes) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", upminutes,
",1,unused,150,unused,"      comma += 1;
    }

    if (upminutes) {
      pos += sprintf(buf + pos, ""%s%d %s"", comma > 0 ? "", "" : """", upminutes,
",unused,procpss-proc2Fwhattime.c
"  /* Arrrgh! somebody defined unix as 1 */
  if(forest_type == 'u') goto unixy;
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
",1,unused,345,unused,"  /* Arrrgh! somebody defined unix as 1 */
  if(forest_type == 'u') goto unixy;
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
",unused,procpss-ps2Foutput.c
"  if(forest_type == 'u') goto unixy;
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
    case 'L': strcpy(q, "" \\_ ""); break;
",1,unused,346,unused,"  if(forest_type == 'u') goto unixy;
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
    case 'L': strcpy(q, "" \\_ ""); break;
",unused,procpss-ps2Foutput.c
"  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
    case 'L': strcpy(q, "" \\_ ""); break;
    case '+': strcpy(q, "" \\_ ""); break;
",1,unused,347,unused,"  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
    case 'L': strcpy(q, "" \\_ ""); break;
    case '+': strcpy(q, "" \\_ ""); break;
",unused,procpss-ps2Foutput.c
"    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
    case 'L': strcpy(q, "" \\_ ""); break;
    case '+': strcpy(q, "" \\_ ""); break;
    case '|': strcpy(q, "" |  "");  break;
",1,unused,348,unused,"    switch(*p){
    case ' ': strcpy(q, ""    "");  break;
    case 'L': strcpy(q, "" \\_ ""); break;
    case '+': strcpy(q, "" \\_ ""); break;
    case '|': strcpy(q, "" |  "");  break;
",unused,procpss-ps2Foutput.c
"  return q-outbuf;   /* gcc likes this here */
unixy:
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
",1,unused,363,unused,"  return q-outbuf;   /* gcc likes this here */
unixy:
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
",unused,procpss-ps2Foutput.c
"unixy:
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
    case 'L': strcpy(q, ""  ""); break;
",1,unused,364,unused,"unixy:
  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
    case 'L': strcpy(q, ""  ""); break;
",unused,procpss-ps2Foutput.c
"  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
    case 'L': strcpy(q, ""  ""); break;
    case '+': strcpy(q, ""  ""); break;
",1,unused,365,unused,"  while(*p){
    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
    case 'L': strcpy(q, ""  ""); break;
    case '+': strcpy(q, ""  ""); break;
",unused,procpss-ps2Foutput.c
"    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
    case 'L': strcpy(q, ""  ""); break;
    case '+': strcpy(q, ""  ""); break;
    case '|': strcpy(q, ""  ""); break;
",1,unused,366,unused,"    switch(*p){
    case ' ': strcpy(q, ""  ""); break;
    case 'L': strcpy(q, ""  ""); break;
    case '+': strcpy(q, ""  ""); break;
    case '|': strcpy(q, ""  ""); break;
",unused,procpss-ps2Foutput.c
"  time_t seconds_ago;
  start = getbtime() + pp->start_time / Hertz;
  seconds_ago = seconds_since_1970 - start;
  if(seconds_ago < 0) seconds_ago=0;
  if(seconds_ago > 3600*24)  strcpy(outbuf, ctime(&start)+4);
",1,unused,879,unused,"  time_t seconds_ago;
  start = getbtime() + pp->start_time / Hertz;
  seconds_ago = seconds_since_1970 - start;
  if(seconds_ago < 0) seconds_ago=0;
  if(seconds_ago > 3600*24)  strcpy(outbuf, ctime(&start)+4);
",unused,procpss-ps2Foutput.c
"  start = getbtime() + pp->start_time / Hertz;
  seconds_ago = seconds_since_1970 - start;
  if(seconds_ago < 0) seconds_ago=0;
  if(seconds_ago > 3600*24)  strcpy(outbuf, ctime(&start)+4);
  else                       strcpy(outbuf, ctime(&start)+10);
",1,unused,880,unused,"  start = getbtime() + pp->start_time / Hertz;
  seconds_ago = seconds_since_1970 - start;
  if(seconds_ago < 0) seconds_ago=0;
  if(seconds_ago > 3600*24)  strcpy(outbuf, ctime(&start)+4);
  else                       strcpy(outbuf, ctime(&start)+10);
",unused,procpss-ps2Foutput.c
"//		    active_cols, max_rightward, max_leftward, actual, correct);

    /* prepare data and calculate leftpad */
    if(likely(p) && likely(fmt->pr)) amount = (*fmt->pr)(outbuf,p);
    else amount = strlen(strcpy(outbuf, fmt->name)); /* AIX or headers */
",1,unused,1997,unused,"//		    active_cols, max_rightward, max_leftward, actual, correct);

    /* prepare data and calculate leftpad */
    if(likely(p) && likely(fmt->pr)) amount = (*fmt->pr)(outbuf,p);
    else amount = strlen(strcpy(outbuf, fmt->name)); /* AIX or headers */
",unused,procpss-ps2Foutput.c
"	int i;
	if (pid == my_pid || pid == 0)
		return;
	/* pid (cmd) state ppid pgrp session tty */
	sprintf(buf, ""/proc/%d/stat"", pid);
",1,unused,180,unused,"	int i;
	if (pid == my_pid || pid == 0)
		return;
	/* pid (cmd) state ppid pgrp session tty */
	sprintf(buf, ""/proc/%d/stat"", pid);
",unused,procpss-skill.c
"	slashdot(outname, '/', '.');

	/* used to open the file */
	tmpname = xmalloc(strlen(name) + strlen(PROC_PATH) + 2);
	strcpy(tmpname, PROC_PATH);
",1,unused,182,unused,"	slashdot(outname, '/', '.');

	/* used to open the file */
	tmpname = xmalloc(strlen(name) + strlen(PROC_PATH) + 2);
	strcpy(tmpname, PROC_PATH);
",unused,procpss-sysctl.c
"
	/* used to open the file */
	tmpname = xmalloc(strlen(name) + strlen(PROC_PATH) + 2);
	strcpy(tmpname, PROC_PATH);
	strcat(tmpname, name);
",1,unused,183,unused,"
	/* used to open the file */
	tmpname = xmalloc(strlen(name) + strlen(PROC_PATH) + 2);
	strcpy(tmpname, PROC_PATH);
	strcat(tmpname, name);
",unused,procpss-sysctl.c
"			tmpdir =
			    (char *restrict) xmalloc(strlen(path) +
						     strlen(de->d_name) +
						     2);
			sprintf(tmpdir, ""%s%s"", path, de->d_name);
",1,unused,330,unused,"			tmpdir =
			    (char *restrict) xmalloc(strlen(path) +
						     strlen(de->d_name) +
						     2);
			sprintf(tmpdir, ""%s%s"", path, de->d_name);
",unused,procpss-sysctl.c
"			if (rc2 != 0) {
				xwarn(_(""cannot stat %s""), tmpdir);
			} else {
				if (S_ISDIR(ts.st_mode)) {
					strcat(tmpdir, ""/"");
",1,unused,336,unused,"			if (rc2 != 0) {
				xwarn(_(""cannot stat %s""), tmpdir);
			} else {
				if (S_ISDIR(ts.st_mode)) {
					strcat(tmpdir, ""/"");
",unused,procpss-sysctl.c
"	}

	/* used to open the file */
	tmpname = xmalloc(equals - name + 1 + strlen(PROC_PATH));
	strcpy(tmpname, PROC_PATH);
",1,unused,389,unused,"	}

	/* used to open the file */
	tmpname = xmalloc(equals - name + 1 + strlen(PROC_PATH));
	strcpy(tmpname, PROC_PATH);
",unused,procpss-sysctl.c
"			while ((*value == ' ' || *value == '\t') && *value != 0)
				value++;

			/* should NameOnly affect this? */
			sprintf(buffer, ""%s=%s"", name, value);
",1,unused,563,unused,"			while ((*value == ' ' || *value == '\t') && *value != 0)
				value++;

			/* should NameOnly affect this? */
			sprintf(buffer, ""%s=%s"", name, value);
",unused,procpss-sysctl.c
"					    strlen(de->d_name) * 2 + 2 +
					    strlen(dirs[di]) + 1);
				cfgs[ncfgs]->name =
				    (char *)cfgs[ncfgs] + sizeof(struct pair);
				strcpy(cfgs[ncfgs]->name, de->d_name);
",1,unused,635,unused,"					    strlen(de->d_name) * 2 + 2 +
					    strlen(dirs[di]) + 1);
				cfgs[ncfgs]->name =
				    (char *)cfgs[ncfgs] + sizeof(struct pair);
				strcpy(cfgs[ncfgs]->name, de->d_name);
",unused,procpss-sysctl.c
"				strcpy(cfgs[ncfgs]->name, de->d_name);
				cfgs[ncfgs]->value =
				    (char *)cfgs[ncfgs] + sizeof(struct pair) +
				    strlen(cfgs[ncfgs]->name) + 1;
				sprintf(cfgs[ncfgs]->value, ""%s/%s"", dirs[di],
",1,unused,639,unused,"				strcpy(cfgs[ncfgs]->name, de->d_name);
				cfgs[ncfgs]->value =
				    (char *)cfgs[ncfgs] + sizeof(struct pair) +
				    strlen(cfgs[ncfgs]->name) + 1;
				sprintf(cfgs[ncfgs]->value, ""%s/%s"", dirs[di],
",unused,procpss-sysctl.c
"
			for (row = nrows - 2; row >= 0; --row)
				*(screen + row * ncols + col) = ' ';
		}
		i = sprintf(screen, "" %.2f, %.2f, %.2f"", av[0], av[1], av[2]);
",1,unused,206,unused,"
			for (row = nrows - 2; row >= 0; --row)
				*(screen + row * ncols + col) = ' ';
		}
		i = sprintf(screen, "" %.2f, %.2f, %.2f"", av[0], av[1], av[2]);
",unused,procpss-tload.c
"   if (1 > totpflgs) totpflgs = 1;
   if (1 > begpflgs) begpflgs = 1;
   snprintf(tmp1, sizeof(tmp1)
      , N_fmt(SCROLL_coord_fmt), Curwin->begtask + 1, begpflgs, totpflgs);
   strcpy(tmp2, tmp1);
",1,unused,890,unused,"   if (1 > totpflgs) totpflgs = 1;
   if (1 > begpflgs) begpflgs = 1;
   snprintf(tmp1, sizeof(tmp1)
      , N_fmt(SCROLL_coord_fmt), Curwin->begtask + 1, begpflgs, totpflgs);
   strcpy(tmp2, tmp1);
",unused,procpss-top2Ftop.c
"

static char *alloc_s (const char *str) MALLOC;
static char *alloc_s (const char *str) {
   return strcpy(alloc_c(strlen(str) +1), str);
",1,unused,931,unused,"

static char *alloc_s (const char *str) MALLOC;
static char *alloc_s (const char *str) {
   return strcpy(alloc_c(strlen(str) +1), str);
",unused,procpss-top2Ftop.c
"   // now let's convert old top's more limited fields...
   j = strlen(q->rc.fieldscur);
   if (j > CVT_FLDMAX)
      return 1;
   strcpy(fields_dst, fields_src);
",1,unused,3397,unused,"   // now let's convert old top's more limited fields...
   j = strlen(q->rc.fieldscur);
   if (j > CVT_FLDMAX)
      return 1;
   strcpy(fields_dst, fields_src);
",unused,procpss-top2Ftop.c
"   }
   // if we turned any suse only fields off, turn 'em back on OUR way...
   if (p1) FLDon(fields_dst[p1 - q->rc.fieldscur]);
   if (p2) FLDon(fields_dst[p2 - q->rc.fieldscur]);
   strcpy(q->rc.fieldscur, fields_dst);
",1,unused,3416,unused,"   }
   // if we turned any suse only fields off, turn 'em back on OUR way...
   if (p1) FLDon(fields_dst[p1 - q->rc.fieldscur]);
   if (p2) FLDon(fields_dst[p2 - q->rc.fieldscur]);
   strcpy(q->rc.fieldscur, fields_dst);
",unused,procpss-top2Ftop.c
"
         if (!fgets(fbuf, sizeof(fbuf), fp)) break;
         lraw += strlen(fbuf) +1;
         Inspect.raw = alloc_r(Inspect.raw, lraw);
         strcat(Inspect.raw, fbuf);
",1,unused,3542,unused,"
         if (!fgets(fbuf, sizeof(fbuf), fp)) break;
         lraw += strlen(fbuf) +1;
         Inspect.raw = alloc_r(Inspect.raw, lraw);
         strcat(Inspect.raw, fbuf);
",unused,procpss-top2Ftop.c
"   Curwin->osel_1st = osel;
   Curwin->osel_tot += 1;
   if (!Curwin->osel_prt) Curwin->osel_prt = alloc_c(strlen(raw) + 3);
   else Curwin->osel_prt = alloc_r(Curwin->osel_prt, strlen(Curwin->osel_prt) + strlen(raw) + 6);
   strcat(Curwin->osel_prt, fmtmk(""%s'%s'"", (Curwin->osel_tot > 1) ? "" + "" : """", raw));
",1,unused,4305,unused,"   Curwin->osel_1st = osel;
   Curwin->osel_tot += 1;
   if (!Curwin->osel_prt) Curwin->osel_prt = alloc_c(strlen(raw) + 3);
   else Curwin->osel_prt = alloc_r(Curwin->osel_prt, strlen(Curwin->osel_prt) + strlen(raw) + 6);
   strcat(Curwin->osel_prt, fmtmk(""%s'%s'"", (Curwin->osel_tot > 1) ? "" + "" : """", raw));
",unused,procpss-top2Ftop.c
"		}
		if (ut_addr_v6[1] || ut_addr_v6[2] || ut_addr_v6[3]) {
			/* IPv6 */
			if (!inet_ntop(AF_INET6, &ut_addr_v6, buf_ipv6, sizeof(buf_ipv6))) {
				strcpy(buf, """"); /* invalid address, clean the buffer */
",1,unused,205,unused,"		}
		if (ut_addr_v6[1] || ut_addr_v6[2] || ut_addr_v6[3]) {
			/* IPv6 */
			if (!inet_ntop(AF_INET6, &ut_addr_v6, buf_ipv6, sizeof(buf_ipv6))) {
				strcpy(buf, """"); /* invalid address, clean the buffer */
",unused,procpss-w.c
"			}
		} else {
			/* IPv4 */
			if (!(ut_addr_v6[0] && inet_ntop(AF_INET, &ut_addr_v6[0], buf, sizeof(buf)))) {
				strcpy(buf, """"); /* invalid address, clean the buffer */
",1,unused,212,unused,"			}
		} else {
			/* IPv4 */
			if (!(ut_addr_v6[0] && inet_ntop(AF_INET, &ut_addr_v6[0], buf, sizeof(buf)))) {
				strcpy(buf, """"); /* invalid address, clean the buffer */
",unused,procpss-w.c
"				if (isprint(*cptr))
					pptr->command[cmdlen++] = *cptr;
				else if (cmdlen < (MAX_CMDNAME - 4))
					cmdlen +=
					    sprintf(&(pptr->command[cmdlen]),
",1,unused,422,unused,"				if (isprint(*cptr))
					pptr->command[cmdlen++] = *cptr;
				else if (cmdlen < (MAX_CMDNAME - 4))
					cmdlen +=
					    sprintf(&(pptr->command[cmdlen]),
",unused,psmiscdebian-src2Ffuser.c
"				option = option_buf;
				for (optr = options; optr->name != NULL; optr++) {
					if (strcmp(current_argv + 2, optr->name)
					    == 0) {
						sprintf(option_buf, ""-%c"",
",1,unused,988,unused,"				option = option_buf;
				for (optr = options; optr->name != NULL; optr++) {
					if (strcmp(current_argv + 2, optr->name)
					    == 0) {
						sprintf(option_buf, ""-%c"",
",unused,psmiscdebian-src2Ffuser.c
"
static void convert_bytes(char *buf, unsigned long bytes)
{
  if (bytes > (10000000))
	sprintf(buf, ""%lu MB"",bytes/1000000L);
",1,unused,105,unused,"
static void convert_bytes(char *buf, unsigned long bytes)
{
  if (bytes > (10000000))
	sprintf(buf, ""%lu MB"",bytes/1000000L);
",unused,psmiscdebian-src2Fprtstat.c
"{
  if (bytes > (10000000))
	sprintf(buf, ""%lu MB"",bytes/1000000L);
  else if (bytes > (10000))
	sprintf(buf, ""%lu kB"", bytes/1000L);
",1,unused,107,unused,"{
  if (bytes > (10000000))
	sprintf(buf, ""%lu MB"",bytes/1000000L);
  else if (bytes > (10000))
	sprintf(buf, ""%lu kB"", bytes/1000L);
",unused,psmiscdebian-src2Fprtstat.c
"	sprintf(buf, ""%lu MB"",bytes/1000000L);
  else if (bytes > (10000))
	sprintf(buf, ""%lu kB"", bytes/1000L);
  else
	sprintf(buf, ""%lu B"", bytes);
",1,unused,109,unused,"	sprintf(buf, ""%lu MB"",bytes/1000000L);
  else if (bytes > (10000))
	sprintf(buf, ""%lu kB"", bytes/1000L);
  else
	sprintf(buf, ""%lu B"", bytes);
",unused,psmiscdebian-src2Fprtstat.c
